City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,serhetabat,35.2799,62.3438,14.94,53,98,2.19,TM,1713478114
367,zhigalovo,54.8097,105.1578,-1.38,88,99,0.89,RU,1713478114
368,palu,-0.8917,119.8707,24.39,94,77,1.17,ID,1713478114
369,sao felix do xingu,-6.6447,-51.995,24.49,96,100,0.47,BR,1713477825
370,minab,27.1467,57.0801,23.52,64,1,1.8,IR,1713478115
371,kayangel,8.0823,134.7173,28.25,80,100,8.33,PW,1713478115
372,saint-philippe,-21.3585,55.7679,22.77,84,93,4.4,RE,1713478115
373,hooper,41.1638,-112.1224,13.27,29,0,2.57,US,1713477875
374,mersa matruh,31.3525,27.2453,17.57,76,0,4.22,EG,1713478116
375,choibalsan,48.0667,114.5,1.47,37,0,3.84,MN,1713478116
376,mount gambier,-37.8333,140.7667,13.2,61,80,4.69,AU,1713478118
377,rio grande,-32.035,-52.0986,21.06,66,0,4.25,BR,1713478118
378,hartsville,34.374,-80.0734,32.07,29,0,3.09,US,1713478118
379,walvis bay,-22.9575,14.5053,17.41,74,7,4.06,NA,1713478118
380,mytilene,39.11,26.5547,17.34,82,0,3.88,GR,1713478118
381,i-n-salah,27.1935,2.4607,27.84,12,4,2.77,DZ,1713478119
382,khilok,51.3674,110.4676,-4.96,72,0,1.12,RU,1713478119
383,xilin hot,43.9667,116.0333,3.79,49,100,2.41,CN,1713478119
384,bandarbeyla,9.4942,50.8122,28.61,78,100,2.06,SO,1713478119
385,guerrero negro,27.9769,-114.0611,18.61,67,45,8.68,MX,1713478017
386,jerecuaro,20.15,-100.5167,30.65,17,78,2.99,MX,1713478120
387,katsuren-haebaru,26.3369,127.8719,20.01,86,40,1.54,JP,1713478120
388,messaad,34.1543,3.5031,20.12,43,72,5.61,DZ,1713478120
389,center,31.5107,-96.4247,31.0,70,100,2.57,US,1713477974
390,buenaventura,3.8801,-77.0312,26.7,91,100,1.75,CO,1713478123
391,arba minch,6.0333,37.55,20.55,89,100,0.61,ET,1713478123
392,labuan,5.2767,115.2417,27.46,80,33,1.51,MY,1713478124
393,namibe,-15.1961,12.1522,25.94,70,69,0.93,AO,1713478124
394,urambo,-5.0667,32.05,20.17,90,89,2.16,TZ,1713478125
395,tateyama,34.9833,139.8667,16.17,55,75,8.23,JP,1713478125
396,ad darb,17.7229,42.2526,30.52,62,0,3.32,SA,1713478125
397,panacan,9.2463,118.4082,25.93,87,70,2.82,PH,1713478128
398,beyneu,45.3167,55.2,19.87,44,0,5.81,KZ,1713478131
399,king,47.4665,-121.8179,14.36,34,53,3.13,US,1713478131
400,uxbridge,42.0773,-71.6295,7.17,92,100,0.89,US,1713477935
401,arkhangel'sk,64.5401,40.5433,-7.71,79,40,3.0,RU,1713478132
402,toktogul,41.8708,72.9402,13.33,49,50,2.55,KG,1713478133
403,galesong,-5.3166,119.3661,24.01,83,86,2.26,ID,1713478094
404,alakurtti,66.9672,30.3491,-14.65,98,73,0.84,RU,1713478134
405,sarnen,46.8985,8.2507,3.7,93,75,1.54,CH,1713478134
406,necocli,8.4234,-76.786,28.08,81,100,4.58,CO,1713478135
407,pacific grove,36.6177,-121.9166,21.25,82,40,5.14,US,1713478135
408,general villegas,-35.0328,-63.0125,17.92,83,24,4.01,AR,1713478136
409,general mosconi,-23.1851,-62.303,21.39,45,1,2.82,AR,1713478140
410,jerseyville,39.12,-90.3285,28.15,65,100,7.97,US,1713478140
411,aydarken,39.9443,71.3429,7.57,57,95,2.83,KG,1713478142
412,kill devil hills,36.0307,-75.676,17.01,82,0,5.66,US,1713477935
413,ketchikan,55.3422,-131.6461,14.26,35,0,4.63,US,1713478143
414,valle aurina - ahrntal,46.9962,11.9799,0.9,93,80,3.23,IT,1713478144
415,lompoc,34.6391,-120.4579,18.62,66,0,5.66,US,1713478144
416,sault ste. marie,46.5168,-84.3333,11.16,62,100,2.57,CA,1713478053
417,freetown,8.484,-13.2299,27.07,85,48,2.55,SL,1713478145
418,corner brook,48.9667,-57.9484,3.33,70,98,5.82,CA,1713478145
419,itaituba,-4.2761,-55.9836,25.84,98,98,0.76,BR,1713478112
420,bengkulu,-3.8004,102.2655,25.1,93,97,1.57,ID,1713478146
421,asau,46.4333,26.4,4.6,99,100,0.89,RO,1713478147
422,karelichy,53.5653,26.1378,4.92,89,100,3.91,BY,1713478148
423,impfondo,1.6381,18.0667,22.5,98,100,1.42,CG,1713478152
424,lucapa,-8.4192,20.7447,20.52,88,98,1.4,AO,1713478154
425,cidreira,-30.1811,-50.2056,19.83,70,1,3.19,BR,1713478155
426,novyy urgal,51.0736,132.5642,4.68,97,100,1.57,RU,1713478156
427,porbandar,21.6422,69.6093,26.64,86,8,4.57,IN,1713478156
428,caleta de carquin,-11.0925,-77.6267,21.65,79,97,3.96,PE,1713478156
429,zemio,5.0314,25.1361,22.46,92,100,1.61,CF,1713478157
430,broome,42.2506,-75.833,12.06,92,100,3.09,US,1713478159
431,shakhtinsk,49.71,72.5872,13.39,66,80,3.24,KZ,1713478159
432,enterprise,36.0252,-115.2419,29.8,14,75,6.17,US,1713478159
433,neiafu,-18.65,-173.9833,27.18,80,95,8.72,TO,1713478161
434,mermoz boabab,14.7065,-17.4758,30.31,61,0,8.62,SN,1713478162
435,beni,0.5,29.4667,19.06,82,24,1.37,CD,1713478056
436,lhasa,29.65,91.1,6.29,85,95,0.88,CN,1713478162
437,carutapera,-1.195,-46.02,25.08,93,100,0.86,BR,1713478162
438,eyl,7.9803,49.8164,28.89,74,39,2.11,SO,1713478163
439,arkhara,49.4212,130.0842,2.09,96,100,5.36,RU,1713478163
440,sangmelima,2.9333,11.9833,21.9,98,90,1.07,CM,1713478163
441,lihue,21.9789,-159.3672,23.58,87,100,4.63,US,1713478168
442,kaspiyskiy,45.3929,47.3707,13.71,71,99,6.35,RU,1713478168
443,runing,33.0011,114.3542,14.22,76,100,1.28,CN,1713478172
444,at taj,24.2049,23.2857,21.52,22,0,5.04,LY,1713478172
445,ambovombe,-25.1667,46.0833,21.19,71,100,2.51,MG,1713478172
446,zaozersk,69.4005,32.4476,-18.53,97,51,0.92,RU,1713478173
447,alliance,40.9153,-81.1059,21.12,60,72,2.21,US,1713477900
448,vadso,70.0744,29.7487,-5.91,63,61,6.69,NO,1713478173
449,san julian,21.0167,-102.1667,32.01,11,28,6.59,MX,1713478174
450,angaur state,6.906,134.13,28.34,77,99,5.93,PW,1713478179
451,sihanoukville,10.6093,103.5296,28.76,73,66,4.57,KH,1713478105
452,dryden,49.7833,-92.7503,3.33,86,100,5.2,CA,1713478179
453,merizo village,13.2658,144.6691,28.88,90,80,4.81,GU,1713478180
454,porecatu,-22.7558,-51.3792,21.52,75,7,1.91,BR,1713478182
455,vorkuta,67.5,64.0,-22.72,98,48,3.58,RU,1713477912
456,soio,-6.1349,12.3689,25.09,89,100,3.6,AO,1713478182
457,rongelap,11.1635,166.8941,27.23,85,50,9.71,MH,1713478182
458,mahibadhoo,3.7833,72.9667,29.11,77,12,5.75,MV,1713478183
459,ola,59.5833,151.2833,0.08,84,90,0.33,RU,1713478183
460,al bawiti,28.3492,28.8659,21.66,25,0,4.76,EG,1713478057
461,horta,38.5333,-28.6333,16.68,93,39,4.02,PT,1713478183
462,arauco,-37.2463,-73.3175,13.38,96,100,0.84,CL,1713478183
463,franklin,39.9667,-83.0166,24.62,44,75,3.09,US,1713477989
464,lyantor,61.6195,72.1555,-10.41,88,13,6.69,RU,1713478184
465,prince rupert,54.3161,-130.3201,13.49,42,0,2.03,CA,1713478149
466,farasan,16.7022,42.1183,29.29,79,20,5.75,SA,1713478184
467,bayanhongor,46.7167,100.1167,-2.3,69,100,0.17,MN,1713478185
468,karratha,-20.7377,116.8463,24.81,26,2,8.31,AU,1713478185
469,changji,44.0167,87.3167,13.44,50,0,2.0,CN,1713478188
470,carauari,-4.8828,-66.8958,25.88,92,100,0.31,BR,1713478194
471,puerto lempira,15.2667,-83.7667,30.08,70,20,4.12,HN,1713478195
472,sambava,-14.2667,50.1667,24.78,86,81,6.69,MG,1713478196
473,malvan,16.0667,73.4667,27.62,88,45,2.19,IN,1713478199
474,south sioux city,42.4739,-96.4136,10.97,35,75,9.26,US,1713478199
475,sandnessjoen,66.0217,12.6316,3.06,48,0,2.57,NO,1713478200
476,mumford,5.2618,-0.759,28.48,87,41,4.06,GH,1713478200
477,kamina,-8.7386,24.9906,19.02,96,61,2.33,CD,1713478204
478,tongliao,43.6125,122.2653,8.78,21,100,5.13,CN,1713478204
479,geraldton,-28.7667,114.6,22.23,28,0,7.72,AU,1713478206
480,ghadamis,30.1337,9.5007,26.73,13,3,3.65,LY,1713478209
481,soignies,50.579,4.0713,7.9,79,75,3.09,BE,1713478209
482,chingirlau,51.095,54.0814,15.87,55,25,4.59,KZ,1713478211
483,mocimboa,-11.3167,40.35,25.3,92,100,4.02,MZ,1713478211
484,pagar alam,-4.0167,103.2667,21.64,99,100,0.9,ID,1713478058
485,kuruman,-27.4524,23.4325,18.03,53,3,2.94,ZA,1713478212
486,challapata,-18.9,-66.7667,13.98,28,70,0.85,BO,1713478213
487,kurlovo,55.4325,40.4854,7.12,98,100,3.42,RU,1713478213
488,kutum,14.2,24.6667,26.3,10,80,3.7,SD,1713478213
489,tolanaro,-25.0319,46.9987,21.78,78,100,5.64,MG,1713478215
490,hilo,19.7297,-155.09,30.71,76,40,4.63,US,1713478251
491,urengoy,65.9667,78.3667,-13.76,92,100,7.87,RU,1713478254
492,isangel,-19.55,169.2667,27.04,79,100,5.81,VU,1713478068
493,sao jose da coroa grande,-8.8978,-35.1478,27.68,79,100,2.43,BR,1713478254
494,nalut,30.3333,10.85,22.69,19,3,1.31,LY,1713478254
495,saint augustine,29.8947,-81.3145,27.86,72,0,4.63,US,1713478237
496,port isabel,26.0734,-97.2086,31.14,78,0,6.17,US,1713478256
497,santiago de cao,-7.9589,-79.2392,21.07,78,0,4.12,PE,1713478256
498,ves'yegonsk,58.664,37.2604,3.37,76,100,4.37,RU,1713478258
499,bouarfa,32.53,-1.95,19.45,33,100,8.04,MA,1713478258
500,dolores,-36.3132,-57.6792,13.67,73,1,2.71,AR,1713478183
501,porkhov,57.765,29.5561,0.11,71,100,4.45,RU,1713478263
502,richland,40.7834,-82.5499,21.72,48,0,3.09,US,1713478264
503,marquette,46.5333,-87.6335,11.05,69,100,3.13,US,1713478275
504,jalai nur,49.45,117.7,1.0,30,65,1.67,CN,1713478276
505,antsohihy,-14.8796,47.9875,25.21,67,100,5.11,MG,1713478279
506,kirensk,57.7853,108.1119,-3.91,95,8,0.89,RU,1713478279
507,ostseebad kuhlungsborn,54.15,11.75,7.16,78,100,7.82,DE,1713478279
508,el calafate,-50.3408,-72.2768,8.88,90,85,5.02,AR,1713477994
509,dizangue,3.7667,9.9833,25.84,95,99,0.36,CM,1713478280
510,mahina,-17.5065,-149.489,30.42,62,75,3.6,PF,1713478280
511,cold springs,39.6802,-119.9766,19.98,26,0,2.06,US,1713478202
512,camabatela,-8.1881,15.375,17.39,98,97,1.29,AO,1713478281
513,kajaani,64.2273,27.7285,-7.97,67,0,3.09,FI,1713478281
514,nagqu,31.5,92.0,-0.08,75,99,5.35,CN,1713478283
515,daru,-9.0763,143.2092,26.03,90,100,2.29,PG,1713478240
516,baker city,44.7749,-117.8344,12.84,24,40,5.14,US,1713478122
517,port augusta,-32.5,137.7667,15.56,82,92,3.17,AU,1713478291
518,amungan,15.3652,119.9582,26.77,74,100,1.52,PH,1713478291
519,gierloz,54.0813,21.4955,0.56,97,82,5.31,PL,1713478293
520,mezhdurechenskiy,59.6,65.9333,2.08,94,100,1.72,RU,1713478296
521,birzebbuga,35.8258,14.5269,15.64,72,20,4.12,MT,1713478296
522,sao gabriel da cachoeira,-0.1303,-67.0892,24.7,98,98,1.2,BR,1713478296
523,kapa'a,22.0752,-159.319,23.99,90,100,4.63,US,1713478296
524,san borja,-14.8167,-66.85,24.51,80,50,1.56,BO,1713478296
525,ankang,32.68,109.0172,16.98,86,100,1.19,CN,1713478297
526,genhe,50.7833,121.5167,-3.01,62,26,0.84,CN,1713478299
527,omaruru,-21.4333,15.9333,23.55,30,47,2.31,NA,1713478301
528,beregovoy,55.173,73.2198,12.03,85,95,5.96,RU,1713478301
529,teguise,29.0605,-13.564,19.12,83,20,2.06,ES,1713478302
530,paradise,36.0972,-115.1467,30.78,13,75,6.17,US,1713478302
531,belmonte,-15.8631,-38.8828,25.91,79,7,2.52,BR,1713478302
532,alva,56.1528,-3.8051,9.62,80,95,4.85,GB,1713478303
533,warrnambool,-38.3833,142.4833,14.39,71,82,8.19,AU,1713478303
534,jayapura,-2.5333,140.7,27.66,86,100,2.01,ID,1713478303
535,yangchun,22.1667,111.7833,25.1,96,63,3.15,CN,1713478303
536,khanu woralaksaburi,16.0617,99.8606,28.78,54,0,0.55,TH,1713478304
537,yangshuo,24.7808,110.4897,21.78,98,100,1.16,CN,1713478105
538,cangas de onis,43.3284,-5.0718,9.23,87,4,2.89,ES,1713478305
539,kani keli,-12.9536,45.1033,29.59,72,50,7.28,YT,1713478305
540,camocim,-2.9022,-40.8411,27.19,86,100,2.8,BR,1713478306
541,brisas de zicatela,15.8369,-97.0419,29.29,84,40,4.63,MX,1713478308
542,redwood falls,44.5394,-95.1169,9.01,40,75,11.83,US,1713478011
543,nev'yansk,57.4953,60.2112,9.07,83,100,1.34,RU,1713478308
544,cambria,35.5641,-121.0808,25.31,82,98,1.64,US,1713478309
